id,category,value
149391,CategoryA,100
149392,CategoryB,200
149393,CategoryA,150
149394,CategoryC,300
149395,CategoryB,250
149396,CategoryA,180
149397,CategoryC,220
149398,CategoryB,190
149399,CategoryA,210
149400,CategoryC,160
149401,CategoryA,100
149402,CategoryB,200
149403,CategoryA,150
149404,CategoryC,300
149405,CategoryB,250
149406,CategoryA,180
149407,CategoryC,220
149408,CategoryB,190
149409,CategoryA,210
149410,CategoryC,160
149411,CategoryA,100
149412,CategoryB,200
149413,CategoryA,150
149414,CategoryC,300
149415,CategoryB,250
149416,CategoryA,180
149417,CategoryC,220
149418,CategoryB,190
149419,CategoryA,210
149420,CategoryC,160
149421,CategoryA,100
149422,CategoryB,200
149423,CategoryA,150
149424,CategoryC,300
149425,CategoryB,250
149426,CategoryA,180
149427,CategoryC,220
149428,CategoryB,190
149429,CategoryA,210
149430,CategoryC,160
149431,CategoryA,100
149432,CategoryB,200
149433,CategoryA,150
149434,CategoryC,300
149435,CategoryB,250
149436,CategoryA,180
149437,CategoryC,220
149438,CategoryB,190
149439,CategoryA,210
149440,CategoryC,160
149441,CategoryA,100
149442,CategoryB,200
149443,CategoryA,150
149444,CategoryC,300
149445,CategoryB,250
149446,CategoryA,180
149447,CategoryC,220
149448,CategoryB,190
149449,CategoryA,210
149450,CategoryC,160
149451,CategoryA,100
149452,CategoryB,200
149453,CategoryA,150
149454,CategoryC,300
149455,CategoryB,250
149456,CategoryA,180
149457,CategoryC,220
149458,CategoryB,190
149459,CategoryA,210
149460,CategoryC,160
149461,CategoryA,100
149462,CategoryB,200
149463,CategoryA,150
149464,CategoryC,300
149465,CategoryB,250
149466,CategoryA,180
149467,CategoryC,220
149468,CategoryB,190
149469,CategoryA,210
149470,CategoryC,160
149471,CategoryA,100
149472,CategoryB,200
149473,CategoryA,150
149474,CategoryC,300
149475,CategoryB,250
149476,CategoryA,180
149477,CategoryC,220
149478,CategoryB,190
149479,CategoryA,210
149480,CategoryC,160
149481,CategoryA,100
149482,CategoryB,200
149483,CategoryA,150
149484,CategoryC,300
149485,CategoryB,250
149486,CategoryA,180
149487,CategoryC,220
149488,CategoryB,190
149489,CategoryA,210
149490,CategoryC,160
149491,CategoryA,100
149492,CategoryB,200
149493,CategoryA,150
149494,CategoryC,300
149495,CategoryB,250
149496,CategoryA,180
149497,CategoryC,220
149498,CategoryB,190
149499,CategoryA,210
149500,CategoryC,160
149501,CategoryA,100
149502,CategoryB,200
149503,CategoryA,150
149504,CategoryC,300
149505,CategoryB,250
149506,CategoryA,180
149507,CategoryC,220
149508,CategoryB,190
149509,CategoryA,210
149510,CategoryC,160
149511,CategoryA,100
149512,CategoryB,200
149513,CategoryA,150
149514,CategoryC,300
149515,CategoryB,250
149516,CategoryA,180
149517,CategoryC,220
149518,CategoryB,190
149519,CategoryA,210
149520,CategoryC,160
149521,CategoryA,100
149522,CategoryB,200
149523,CategoryA,150
149524,CategoryC,300
149525,CategoryB,250
149526,CategoryA,180
149527,CategoryC,220
149528,CategoryB,190
149529,CategoryA,210
149530,CategoryC,160
149531,CategoryA,100
149532,CategoryB,200
149533,CategoryA,150
149534,CategoryC,300
149535,CategoryB,250
149536,CategoryA,180
149537,CategoryC,220
149538,CategoryB,190
149539,CategoryA,210
149540,CategoryC,160
149541,CategoryA,100
149542,CategoryB,200
149543,CategoryA,150
149544,CategoryC,300
149545,CategoryB,250
149546,CategoryA,180
149547,CategoryC,220
149548,CategoryB,190
149549,CategoryA,210
149550,CategoryC,160
149551,CategoryA,100
149552,CategoryB,200
149553,CategoryA,150
149554,CategoryC,300
149555,CategoryB,250
149556,CategoryA,180
149557,CategoryC,220
149558,CategoryB,190
149559,CategoryA,210
149560,CategoryC,160
149561,CategoryA,100
149562,CategoryB,200
149563,CategoryA,150
149564,CategoryC,300
149565,CategoryB,250
149566,CategoryA,180
149567,CategoryC,220
149568,CategoryB,190
149569,CategoryA,210
149570,CategoryC,160
149571,CategoryA,100
149572,CategoryB,200
149573,CategoryA,150
149574,CategoryC,300
149575,CategoryB,250
149576,CategoryA,180
149577,CategoryC,220
149578,CategoryB,190
149579,CategoryA,210
149580,CategoryC,160
149581,CategoryA,100
149582,CategoryB,200
149583,CategoryA,150
149584,CategoryC,300
149585,CategoryB,250
149586,CategoryA,180
149587,CategoryC,220
149588,CategoryB,190
149589,CategoryA,210
149590,CategoryC,160
149591,CategoryA,100
149592,CategoryB,200
149593,CategoryA,150
149594,CategoryC,300
149595,CategoryB,250
149596,CategoryA,180
149597,CategoryC,220
149598,CategoryB,190
149599,CategoryA,210
149600,CategoryC,160
149601,CategoryA,100
149602,CategoryB,200
149603,CategoryA,150
149604,CategoryC,300
149605,CategoryB,250
149606,CategoryA,180
149607,CategoryC,220
149608,CategoryB,190
149609,CategoryA,210
149610,CategoryC,160
149611,CategoryA,100
149612,CategoryB,200
149613,CategoryA,150
149614,CategoryC,300
149615,CategoryB,250
149616,CategoryA,180
149617,CategoryC,220
149618,CategoryB,190
149619,CategoryA,210
149620,CategoryC,160
149621,CategoryA,100
149622,CategoryB,200
149623,CategoryA,150
149624,CategoryC,300
149625,CategoryB,250
149626,CategoryA,180
149627,CategoryC,220
149628,CategoryB,190
149629,CategoryA,210
149630,CategoryC,160
149631,CategoryA,100
149632,CategoryB,200
149633,CategoryA,150
149634,CategoryC,300
149635,CategoryB,250
149636,CategoryA,180
149637,CategoryC,220
149638,CategoryB,190
149639,CategoryA,210
149640,CategoryC,160
149641,CategoryA,100
149642,CategoryB,200
149643,CategoryA,150
149644,CategoryC,300
149645,CategoryB,250
149646,CategoryA,180
149647,CategoryC,220
149648,CategoryB,190
149649,CategoryA,210
149650,CategoryC,160
149651,CategoryA,100
149652,CategoryB,200
149653,CategoryA,150
149654,CategoryC,300
149655,CategoryB,250
149656,CategoryA,180
149657,CategoryC,220
149658,CategoryB,190
149659,CategoryA,210
149660,CategoryC,160
149661,CategoryA,100
149662,CategoryB,200
149663,CategoryA,150
149664,CategoryC,300
149665,CategoryB,250
149666,CategoryA,180
149667,CategoryC,220
149668,CategoryB,190
149669,CategoryA,210
149670,CategoryC,160
149671,CategoryA,100
149672,CategoryB,200
149673,CategoryA,150
149674,CategoryC,300
149675,CategoryB,250
149676,CategoryA,180
149677,CategoryC,220
149678,CategoryB,190
149679,CategoryA,210
149680,CategoryC,160
149681,CategoryA,100
149682,CategoryB,200
149683,CategoryA,150
149684,CategoryC,300
149685,CategoryB,250
149686,CategoryA,180
149687,CategoryC,220
149688,CategoryB,190
149689,CategoryA,210
149690,CategoryC,160
149691,CategoryA,100
149692,CategoryB,200
149693,CategoryA,150
149694,CategoryC,300
149695,CategoryB,250
149696,CategoryA,180
149697,CategoryC,220
149698,CategoryB,190
149699,CategoryA,210
149700,CategoryC,160
149701,CategoryA,100
149702,CategoryB,200
149703,CategoryA,150
149704,CategoryC,300
149705,CategoryB,250
149706,CategoryA,180
149707,CategoryC,220
149708,CategoryB,190
149709,CategoryA,210
149710,CategoryC,160
149711,CategoryA,100
149712,CategoryB,200
149713,CategoryA,150
149714,CategoryC,300
149715,CategoryB,250
149716,CategoryA,180
149717,CategoryC,220
149718,CategoryB,190
149719,CategoryA,210
149720,CategoryC,160
149721,CategoryA,100
149722,CategoryB,200
149723,CategoryA,150
149724,CategoryC,300
149725,CategoryB,250
149726,CategoryA,180
149727,CategoryC,220
149728,CategoryB,190
149729,CategoryA,210
149730,CategoryC,160
149731,CategoryA,100
149732,CategoryB,200
149733,CategoryA,150
149734,CategoryC,300
149735,CategoryB,250
149736,CategoryA,180
149737,CategoryC,220
149738,CategoryB,190
149739,CategoryA,210
149740,CategoryC,160
149741,CategoryA,100
149742,CategoryB,200
149743,CategoryA,150
149744,CategoryC,300
149745,CategoryB,250
149746,CategoryA,180
149747,CategoryC,220
149748,CategoryB,190
149749,CategoryA,210
149750,CategoryC,160
149751,CategoryA,100
149752,CategoryB,200
149753,CategoryA,150
149754,CategoryC,300
149755,CategoryB,250
149756,CategoryA,180
149757,CategoryC,220
149758,CategoryB,190
149759,CategoryA,210
149760,CategoryC,160
149761,CategoryA,100
149762,CategoryB,200
149763,CategoryA,150
149764,CategoryC,300
149765,CategoryB,250
149766,CategoryA,180
149767,CategoryC,220
149768,CategoryB,190
149769,CategoryA,210
149770,CategoryC,160
149771,CategoryA,100
149772,CategoryB,200
149773,CategoryA,150
149774,CategoryC,300
149775,CategoryB,250
149776,CategoryA,180
149777,CategoryC,220
149778,CategoryB,190
149779,CategoryA,210
149780,CategoryC,160
149781,CategoryA,100
149782,CategoryB,200
149783,CategoryA,150
149784,CategoryC,300
149785,CategoryB,250
149786,CategoryA,180
149787,CategoryC,220
149788,CategoryB,190
149789,CategoryA,210
149790,CategoryC,160
149791,CategoryA,100
149792,CategoryB,200
149793,CategoryA,150
149794,CategoryC,300
149795,CategoryB,250
149796,CategoryA,180
149797,CategoryC,220
149798,CategoryB,190
149799,CategoryA,210
149800,CategoryC,160
149801,CategoryA,100
149802,CategoryB,200
149803,CategoryA,150
149804,CategoryC,300
149805,CategoryB,250
149806,CategoryA,180
149807,CategoryC,220
149808,CategoryB,190
149809,CategoryA,210
149810,CategoryC,160
149811,CategoryA,100
149812,CategoryB,200
149813,CategoryA,150
149814,CategoryC,300
149815,CategoryB,250
149816,CategoryA,180
149817,CategoryC,220
149818,CategoryB,190
149819,CategoryA,210
149820,CategoryC,160
149821,CategoryA,100
149822,CategoryB,200
149823,CategoryA,150
149824,CategoryC,300
149825,CategoryB,250
149826,CategoryA,180
149827,CategoryC,220
149828,CategoryB,190
149829,CategoryA,210
149830,CategoryC,160
149831,CategoryA,100
149832,CategoryB,200
149833,CategoryA,150
149834,CategoryC,300
149835,CategoryB,250
149836,CategoryA,180
149837,CategoryC,220
149838,CategoryB,190
149839,CategoryA,210
149840,CategoryC,160
149841,CategoryA,100
149842,CategoryB,200
149843,CategoryA,150
149844,CategoryC,300
149845,CategoryB,250
149846,CategoryA,180
149847,CategoryC,220
149848,CategoryB,190
149849,CategoryA,210
149850,CategoryC,160
149851,CategoryA,100
149852,CategoryB,200
149853,CategoryA,150
149854,CategoryC,300
149855,CategoryB,250
149856,CategoryA,180
149857,CategoryC,220
149858,CategoryB,190
149859,CategoryA,210
149860,CategoryC,160
149861,CategoryA,100
149862,CategoryB,200
149863,CategoryA,150
149864,CategoryC,300
149865,CategoryB,250
149866,CategoryA,180
149867,CategoryC,220
149868,CategoryB,190
149869,CategoryA,210
149870,CategoryC,160
149871,CategoryA,100
149872,CategoryB,200
149873,CategoryA,150
149874,CategoryC,300
149875,CategoryB,250
149876,CategoryA,180
149877,CategoryC,220
149878,CategoryB,190
149879,CategoryA,210
149880,CategoryC,160
149881,CategoryA,100
149882,CategoryB,200
149883,CategoryA,150
149884,CategoryC,300
149885,CategoryB,250
149886,CategoryA,180
149887,CategoryC,220
149888,CategoryB,190
149889,CategoryA,210
149890,CategoryC,160
149891,CategoryA,100
149892,CategoryB,200
149893,CategoryA,150
149894,CategoryC,300
149895,CategoryB,250
149896,CategoryA,180
149897,CategoryC,220
149898,CategoryB,190
149899,CategoryA,210
149900,CategoryC,160
149901,CategoryA,100
149902,CategoryB,200
149903,CategoryA,150
149904,CategoryC,300
149905,CategoryB,250
149906,CategoryA,180
149907,CategoryC,220
149908,CategoryB,190
149909,CategoryA,210
149910,CategoryC,160
149911,CategoryA,100
149912,CategoryB,200
149913,CategoryA,150
149914,CategoryC,300
149915,CategoryB,250
149916,CategoryA,180
149917,CategoryC,220
149918,CategoryB,190
149919,CategoryA,210
149920,CategoryC,160
149921,CategoryA,100
149922,CategoryB,200
149923,CategoryA,150
149924,CategoryC,300
149925,CategoryB,250
149926,CategoryA,180
149927,CategoryC,220
149928,CategoryB,190
149929,CategoryA,210
149930,CategoryC,160
149931,CategoryA,100
149932,CategoryB,200
149933,CategoryA,150
149934,CategoryC,300
149935,CategoryB,250
149936,CategoryA,180
149937,CategoryC,220
149938,CategoryB,190
149939,CategoryA,210
149940,CategoryC,160
149941,CategoryA,100
149942,CategoryB,200
149943,CategoryA,150
149944,CategoryC,300
149945,CategoryB,250
149946,CategoryA,180
149947,CategoryC,220
149948,CategoryB,190
149949,CategoryA,210
149950,CategoryC,160
149951,CategoryA,100
149952,CategoryB,200
149953,CategoryA,150
149954,CategoryC,300
149955,CategoryB,250
149956,CategoryA,180
149957,CategoryC,220
149958,CategoryB,190
149959,CategoryA,210
149960,CategoryC,160
149961,CategoryA,100
149962,CategoryB,200
149963,CategoryA,150
149964,CategoryC,300
149965,CategoryB,250
149966,CategoryA,180
149967,CategoryC,220
149968,CategoryB,190
149969,CategoryA,210
149970,CategoryC,160
149971,CategoryA,100
149972,CategoryB,200
149973,CategoryA,150
149974,CategoryC,300
149975,CategoryB,250
149976,CategoryA,180
149977,CategoryC,220
149978,CategoryB,190
149979,CategoryA,210
149980,CategoryC,160
149981,CategoryA,100
149982,CategoryB,200
149983,CategoryA,150
149984,CategoryC,300
149985,CategoryB,250
149986,CategoryA,180
149987,CategoryC,220
149988,CategoryB,190
149989,CategoryA,210
149990,CategoryC,160
149991,CategoryA,100
149992,CategoryB,200
149993,CategoryA,150
149994,CategoryC,300
149995,CategoryB,250
149996,CategoryA,180
149997,CategoryC,220
149998,CategoryB,190
149999,CategoryA,210
150000,CategoryC,160
150001,CategoryA,100
150002,CategoryB,200
150003,CategoryA,150
150004,CategoryC,300
150005,CategoryB,250
150006,CategoryA,180
150007,CategoryC,220
150008,CategoryB,190
150009,CategoryA,210
150010,CategoryC,160
150011,CategoryA,100
150012,CategoryB,200
150013,CategoryA,150
150014,CategoryC,300
150015,CategoryB,250
150016,CategoryA,180
150017,CategoryC,220
150018,CategoryB,190
150019,CategoryA,210
150020,CategoryC,160
150021,CategoryA,100
150022,CategoryB,200
150023,CategoryA,150
150024,CategoryC,300
150025,CategoryB,250
150026,CategoryA,180
150027,CategoryC,220
150028,CategoryB,190
150029,CategoryA,210
150030,CategoryC,160
150031,CategoryA,100
150032,CategoryB,200
150033,CategoryA,150
150034,CategoryC,300
150035,CategoryB,250
150036,CategoryA,180
150037,CategoryC,220
150038,CategoryB,190
150039,CategoryA,210
150040,CategoryC,160
150041,CategoryA,100
150042,CategoryB,200
150043,CategoryA,150
150044,CategoryC,300
150045,CategoryB,250
150046,CategoryA,180
150047,CategoryC,220
150048,CategoryB,190
150049,CategoryA,210
150050,CategoryC,160
150051,CategoryA,100
150052,CategoryB,200
150053,CategoryA,150
150054,CategoryC,300
150055,CategoryB,250
150056,CategoryA,180
150057,CategoryC,220
150058,CategoryB,190
150059,CategoryA,210
150060,CategoryC,160
150061,CategoryA,100
150062,CategoryB,200
150063,CategoryA,150
150064,CategoryC,300
150065,CategoryB,250
150066,CategoryA,180
150067,CategoryC,220
150068,CategoryB,190
150069,CategoryA,210
150070,CategoryC,160
150071,CategoryA,100
150072,CategoryB,200
150073,CategoryA,150
150074,CategoryC,300
150075,CategoryB,250
150076,CategoryA,180
150077,CategoryC,220
150078,CategoryB,190
150079,CategoryA,210
150080,CategoryC,160
150081,CategoryA,100
150082,CategoryB,200
150083,CategoryA,150
150084,CategoryC,300
150085,CategoryB,250
150086,CategoryA,180
150087,CategoryC,220
150088,CategoryB,190
150089,CategoryA,210
150090,CategoryC,160
150091,CategoryA,100
150092,CategoryB,200
150093,CategoryA,150
150094,CategoryC,300
150095,CategoryB,250
150096,CategoryA,180
150097,CategoryC,220
150098,CategoryB,190
150099,CategoryA,210
150100,CategoryC,160
150101,CategoryA,100
150102,CategoryB,200
150103,CategoryA,150
150104,CategoryC,300
150105,CategoryB,250
150106,CategoryA,180
150107,CategoryC,220
150108,CategoryB,190
150109,CategoryA,210
150110,CategoryC,160
150111,CategoryA,100
150112,CategoryB,200
150113,CategoryA,150
150114,CategoryC,300
150115,CategoryB,250
150116,CategoryA,180
150117,CategoryC,220
150118,CategoryB,190
150119,CategoryA,210
150120,CategoryC,160
150121,CategoryA,100
150122,CategoryB,200
150123,CategoryA,150
150124,CategoryC,300
150125,CategoryB,250
150126,CategoryA,180
150127,CategoryC,220
150128,CategoryB,190
150129,CategoryA,210
150130,CategoryC,160
150131,CategoryA,100
150132,CategoryB,200
150133,CategoryA,150
150134,CategoryC,300
150135,CategoryB,250
150136,CategoryA,180
150137,CategoryC,220
150138,CategoryB,190
150139,CategoryA,210
150140,CategoryC,160
150141,CategoryA,100
150142,CategoryB,200
150143,CategoryA,150
150144,CategoryC,300
150145,CategoryB,250
150146,CategoryA,180
150147,CategoryC,220
150148,CategoryB,190
150149,CategoryA,210
150150,CategoryC,160
150151,CategoryA,100
150152,CategoryB,200
150153,CategoryA,150
150154,CategoryC,300
150155,CategoryB,250
150156,CategoryA,180
150157,CategoryC,220
150158,CategoryB,190
150159,CategoryA,210
150160,CategoryC,160
150161,CategoryA,100
150162,CategoryB,200
150163,CategoryA,150
150164,CategoryC,300
150165,CategoryB,250
150166,CategoryA,180
150167,CategoryC,220
150168,CategoryB,190
150169,CategoryA,210
150170,CategoryC,160
150171,CategoryA,100
150172,CategoryB,200
150173,CategoryA,150
150174,CategoryC,300
150175,CategoryB,250
150176,CategoryA,180
150177,CategoryC,220
150178,CategoryB,190
150179,CategoryA,210
150180,CategoryC,160
150181,CategoryA,100
150182,CategoryB,200
150183,CategoryA,150
150184,CategoryC,300
150185,CategoryB,250
150186,CategoryA,180
150187,CategoryC,220
150188,CategoryB,190
150189,CategoryA,210
150190,CategoryC,160
150191,CategoryA,100
150192,CategoryB,200
150193,CategoryA,150
150194,CategoryC,300
150195,CategoryB,250
150196,CategoryA,180
150197,CategoryC,220
150198,CategoryB,190
150199,CategoryA,210
150200,CategoryC,160
150201,CategoryA,100
150202,CategoryB,200
150203,CategoryA,150
150204,CategoryC,300
150205,CategoryB,250
150206,CategoryA,180
150207,CategoryC,220
150208,CategoryB,190
150209,CategoryA,210
150210,CategoryC,160
150211,CategoryA,100
150212,CategoryB,200
150213,CategoryA,150
150214,CategoryC,300
150215,CategoryB,250
150216,CategoryA,180
150217,CategoryC,220
150218,CategoryB,190
150219,CategoryA,210
150220,CategoryC,160
150221,CategoryA,100
150222,CategoryB,200
150223,CategoryA,150
150224,CategoryC,300
150225,CategoryB,250
150226,CategoryA,180
150227,CategoryC,220
150228,CategoryB,190
150229,CategoryA,210
150230,CategoryC,160
150231,CategoryA,100
150232,CategoryB,200
150233,CategoryA,150
150234,CategoryC,300
150235,CategoryB,250
150236,CategoryA,180
150237,CategoryC,220
150238,CategoryB,190
150239,CategoryA,210
150240,CategoryC,160
150241,CategoryA,100
150242,CategoryB,200
150243,CategoryA,150
150244,CategoryC,300
150245,CategoryB,250
150246,CategoryA,180
150247,CategoryC,220
150248,CategoryB,190
150249,CategoryA,210
150250,CategoryC,160
150251,CategoryA,100
150252,CategoryB,200
150253,CategoryA,150
150254,CategoryC,300
150255,CategoryB,250
150256,CategoryA,180
150257,CategoryC,220
150258,CategoryB,190
150259,CategoryA,210
150260,CategoryC,160
150261,CategoryA,100
